dt,AverageTemperature,City
1852-08-01,29.259,Mumbai
1852-08-01,24.326,Beijing
1852-08-01,23.522,Tokyo
1852-08-01,22.535,New York
1852-08-01,22.76,Chicago
1852-08-01,22.268,Los Angeles
1852-08-01,9.751,Sydney
1852-08-01,,Buenos Aires
1852-08-01,28.269,Lagos
1852-08-01,19.683,Nairobi
1852-08-01,30.497,Bangkok
1852-08-01,20.326,Toronto
1852-09-01,19.791,Rome
1852-09-01,13.547,Paris
1852-09-01,15.201,London
1852-09-01,13.461,Berlin
1852-09-01,20.404,Madrid
1852-09-01,10.838,Moscow
1852-09-01,16.852,Istanbul
1852-09-01,25.224,Cairo
1852-09-01,27.314,Mumbai
1852-09-01,20.049,Beijing
1852-09-01,19.744,Tokyo
1852-09-01,19.263,New York
1852-09-01,17.489,Chicago
1852-09-01,19.481,Los Angeles
1852-09-01,13.024,Sydney
1852-09-01,13.189,Buenos Aires
1852-09-01,28.33,Lagos
1852-09-01,20.088,Nairobi
1852-09-01,30.551,Bangkok
1852-09-01,13.533,Toronto
1852-10-01,15.985,Rome
1852-10-01,11.461,Paris
1852-10-01,11.337,London
1852-10-01,9.904,Berlin
1852-10-01,15.944,Madrid
1852-10-01,3.575,Moscow
1852-10-01,,Istanbul
1852-10-01,21.889,Cairo
1852-10-01,26.434,Mumbai
1852-10-01,11.956,Beijing
1852-10-01,16.347,Tokyo
1852-10-01,13.178,New York
1852-10-01,9.459,Chicago
1852-10-01,18.649,Los Angeles
1852-10-01,16.803,Sydney
1852-10-01,17.339,Buenos Aires
1852-10-01,26.845,Lagos
1852-10-01,18.281,Nairobi
1852-10-01,27.72,Bangkok
1852-10-01,8.406,Toronto
1852-11-01,11.207,Rome
1852-11-01,7.066,Paris
1852-11-01,6.695,London
1852-11-01,4.375,Berlin
1852-11-01,10.393,Madrid
1852-11-01,-3.188,Moscow
1852-11-01,9.665,Istanbul
1852-11-01,17.501,Cairo
1852-11-01,25.42,Mumbai
1852-11-01,4.572,Beijing
1852-11-01,9.723,Tokyo
1852-11-01,6.788,New York
1852-11-01,1.71,Chicago
1852-11-01,15.043,Los Angeles
1852-11-01,21.641,Sydney
1852-11-01,20.589,Buenos Aires
1852-11-01,23.864,Lagos
1852-11-01,17.095,Nairobi
1852-11-01,27.302,Bangkok
1852-11-01,-0.229,Toronto
1852-12-01,7.407,Rome
1852-12-01,3.652,Paris
1852-12-01,3.464,London
1852-12-01,1.268,Berlin
1852-12-01,7.073,Madrid
1852-12-01,-8.852,Moscow
1852-12-01,5.217,Istanbul
1852-12-01,15.194,Cairo
1852-12-01,24.706,Mumbai
1852-12-01,-0.565,Beijing
1852-12-01,5.127,Tokyo
1852-12-01,1.173,New York
1852-12-01,-1.46,Chicago
1852-12-01,12.814,Los Angeles
1852-12-01,23.383,Sydney
1852-12-01,23.329,Buenos Aires
1852-12-01,22.899,Lagos
1852-12-01,17.288,Nairobi
1852-12-01,25.723,Bangkok
1852-12-01,-4.944,Toronto
1853-01-01,6.646,Rome
1853-01-01,2.462,Paris
1853-01-01,2.831,London
1853-01-01,-1.251,Berlin
1853-01-01,3.832,Madrid
1853-01-01,,Moscow
1853-01-01,6.29,Istanbul
1853-01-01,12.937,Cairo
1853-01-01,23.646,Mumbai
1853-01-01,,Beijing
1853-01-01,4.738,Tokyo
1853-01-01,1.637,New York
1853-01-01,-2.663,Chicago
1853-01-01,12.268,Los Angeles
1853-01-01,24.752,Sydney
1853-01-01,23.485,Buenos Aires
1853-01-01,24.423,Lagos
1853-01-01,16.98,Nairobi
1853-01-01,25.221,Bangkok
1853-01-01,-5.953,Toronto
1853-02-01,8.211,Rome
1853-02-01,3.523,Paris
1853-02-01,2.634,London
1853-02-01,1.024,Berlin
1853-02-01,6.849,Madrid
1853-02-01,-9.517,Moscow
1853-02-01,5.895,Istanbul
1853-02-01,16.235,Cairo
1853-02-01,24.321,Mumbai
1853-02-01,-0.332,Beijing
1853-02-01,4.516,Tokyo
1853-02-01,1.871,New York
1853-02-01,-1.913,Chicago
1853-02-01,13.353,Los Angeles
1853-02-01,25.3,Sydney
1853-02-01,23.912,Buenos Aires
1853-02-01,24.212,Lagos
1853-02-01,16.098,Nairobi
1853-02-01,25.097,Bangkok
1853-02-01,-4.097,Toronto
1853-03-01,11.197,Rome
1853-03-01,5.458,Paris
1853-03-01,6.022,London
1853-03-01,4.52,Berlin
1853-03-01,10.068,Madrid
1853-03-01,-3.318,Moscow
1853-03-01,9.343,Istanbul
1853-03-01,18.864,Cairo
1853-03-01,26.214,Mumbai
1853-03-01,4.239,Beijing
1853-03-01,9.426,Tokyo
1853-03-01,6.478,New York
1853-03-01,3.428,Chicago
1853-03-01,14.479,Los Angeles
1853-03-01,19.373,Sydney
1853-03-01,19.142,Buenos Aires
1853-03-01,26.176,Lagos
1853-03-01,17.248,Nairobi
1853-03-01,27.197,Bangkok
1853-03-01,1.167,Toronto
1853-04-01,15.404,Rome
1853-04-01,,Paris
1853-04-01,11.685,London
1853-04-01,7.91,Berlin
1853-04-01,14.461,Madrid
1853-04-01,3.4,Moscow
1853-04-01,13.715,Istanbul
1853-04-01,21.014,Cairo
1853-04-01,27.478,Mumbai
1853-04-01,11.681,Beijing
1853-04-01,13.953,Tokyo
1853-04-01,10.989,New York
1853-04-01,10.122,Chicago
1853-04-01,16.37,Los Angeles
1853-04-01,,Sydney
1853-04-01,16.123,Buenos Aires
1853-04-01,26.078,Lagos
1853-04-01,19.264,Nairobi
1853-04-01,29.373,Bangkok
1853-04-01,7.905,Toronto
1853-05-01,18.95,Rome
1853-05-01,14.523,Paris
1853-05-01,14.475,London
1853-05-01,14.102,Berlin
1853-05-01,17.392,Madrid
1853-05-01,11.43,Moscow
1853-05-01,17.408,Istanbul
1853-05-01,25.268,Cairo
1853-05-01,26.875,Mumbai
1853-05-01,19.177,Beijing
1853-05-01,21.033,Tokyo
1853-05-01,19.025,New York
1853-05-01,17.193,Chicago
1853-05-01,21.156,Los Angeles
1853-05-01,13.429,Sydney
1853-05-01,14.184,Buenos Aires
1853-05-01,26.66,Lagos
1853-05-01,19.871,Nairobi
1853-05-01,29.219,Bangkok
1853-05-01,14.366,Toronto
1853-06-01,23.002,Rome
1853-06-01,15.791,Paris
1853-06-01,16.846,London
1853-06-01,18.068,Berlin
1853-06-01,22.903,Madrid
1853-06-01,17.908,Moscow
1853-06-01,20.777,Istanbul
1853-06-01,26.802,Cairo
1853-06-01,29.818,Mumbai
1853-06-01,22.782,Beijing
1853-06-01,24.52,Tokyo
1853-06-01,23.494,New York
1853-06-01,22.947,Chicago
1853-06-01,21.568,Los Angeles
1853-06-01,11.868,Sydney
1853-06-01,11.395,Buenos Aires
1853-06-01,28.348,Lagos
1853-06-01,20.3,Nairobi
1853-06-01,30.089,Bangkok
1853-06-01,21.499,Toronto
1853-07-01,,Rome
1853-07-01,19.479,Paris
1853-07-01,18.251,London
1853-07-01,19.316,Berlin
1853-07-01,23.951,Madrid
1853-07-01,18.371,Moscow
1853-07-01,20.824,Istanbul
1853-07-01,29.558,Cairo
1853-07-01,28.79,Mumbai
1853-07-01,26.82,Beijing
1853-07-01,26.183,Tokyo
1853-07-01,23.39,New York
1853-07-01,23.922,Chicago
1853-07-01,23.455,Los Angeles
1853-07-01,9.713,Sydney
1853-07-01,7.938,Buenos Aires
1853-07-01,,Lagos
1853-07-01,19.944,Nairobi
1853-07-01,30.598,Bangkok
1853-07-01,23.013,Toronto
1853-08-01,24.272,Rome
1853-08-01,18.105,Paris
1853-08-01,16.511,London
1853-08-01,16.256,Berlin
1853-08-01,21.634,Madrid
1853-08-01,16.522,Moscow
1853-08-01,21.015,Istanbul
1853-08-01,27.814,Cairo
1853-08-01,30.661,Mumbai
1853-08-01,24.019,Beijing
1853-08-01,25.183,Tokyo
1853-08-01,22.669,New York
1853-08-01,21.545,Chicago
1853-08-01,21.04,Los Angeles
1853-08-01,12.499,Sydney
1853-08-01,11.205,Buenos Aires
1853-08-01,29.839,Lagos
1853-08-01,20.629,Nairobi
1853-08-01,30.839,Bangkok
1853-08-01,20.3,Toronto
1853-09-01,20.048,Rome
1853-09-01,15.102,Paris
1853-09-01,13.274,London
1853-09-01,13.41,Berlin
1853-09-01,19.812,Madrid
1853-09-01,,Moscow
1853-09-01,16.894,Istanbul
1853-09-01,26.138,Cairo
1853-09-01,27.94,Mumbai
1853-09-01,19.934,Beijing
1853-09-01,20.341,Tokyo
1853-09-01,20.034,New York
1853-09-01,15.832,Chicago
1853-09-01,19.398,Los Angeles
1853-09-01,13.823,Sydney
1853-09-01,12.949,Buenos Aires
1853-09-01,28.031,Lagos
1853-09-01,18.843,Nairobi
1853-09-01,28.666,Bangkok
1853-09-01,14.166,Toronto
1853-10-01,15.665,Rome
1853-10-01,10.844,Paris
1853-10-01,10.094,London
1853-10-01,7.907,Berlin
1853-10-01,14.255,Madrid
1853-10-01,3.373,Moscow
1853-10-01,13.947,Istanbul
1853-10-01,22.321,Cairo
1853-10-01,,Mumbai
1853-10-01,11.007,Beijing
1853-10-01,15.392,Tokyo
1853-10-01,11.468,New York
1853-10-01,10.392,Chicago
1853-10-01,18.513,Los Angeles
1853-10-01,16.729,Sydney
1853-10-01,15.956,Buenos Aires
1853-10-01,27.393,Lagos
1853-10-01,18.216,Nairobi
1853-10-01,27.377,Bangkok
1853-10-01,8.181,Toronto
1853-11-01,12.895,Rome
1853-11-01,6.703,Paris
1853-11-01,5.334,London
1853-11-01,4.75,Berlin
1853-11-01,10.866,Madrid
1853-11-01,-3.844,Moscow
1853-11-01,8.986,Istanbul
1853-11-01,18.419,Cairo
1853-11-01,26.81,Mumbai
1853-11-01,,Beijing
1853-11-01,8.26,Tokyo
1853-11-01,5.602,New York
1853-11-01,3.097,Chicago
1853-11-01,15.12,Los Angeles
1853-11-01,20.537,Sydney
1853-11-01,21.166,Buenos Aires
1853-11-01,25.716,Lagos
1853-11-01,17.509,Nairobi
1853-11-01,26.92,Bangkok
1853-11-01,1.021,Toronto
1853-12-01,7.3,Rome
1853-12-01,,Paris
1853-12-01,1.259,London
1853-12-01,0.729,Berlin
1853-12-01,6.182,Madrid
1853-12-01,-9.336,Moscow
1853-12-01,6.824,Istanbul
1853-12-01,16.283,Cairo
1853-12-01,24.141,Mumbai
1853-12-01,0.608,Beijing
1853-12-01,6.218,Tokyo
1853-12-01,2.368,New York
1853-12-01,-2.314,Chicago
1853-12-01,13.22,Los Angeles
1853-12-01,24.079,Sydney
1853-12-01,23.801,Buenos Aires
1853-12-01,22.567,Lagos
1853-12-01,16.313,Nairobi
1853-12-01,24.84,Bangkok
1853-12-01,-4.714,Toronto
1854-01-01,6.475,Rome
1854-01-01,2.259,Paris
1854-01-01,2.971,London
1854-01-01,-0.699,Berlin
1854-01-01,5.081,Madrid
1854-01-01,-10.472,Moscow
1854-01-01,3.556,Istanbul
1854-01-01,17.434,Cairo
1854-01-01,25.016,Mumbai
1854-01-01,0.084,Beijing
1854-01-01,4.532,Tokyo
1854-01-01,-0.567,New York
1854-01-01,-3.984,Chicago
1854-01-01,12.96,Los Angeles
1854-01-01,23.874,Sydney
1854-01-01,23.46,Buenos Aires
1854-01-01,23.556,Lagos
1854-01-01,17.186,Nairobi
1854-01-01,24.623,Bangkok
1854-01-01,-6.219,Toronto
1854-02-01,7.431,Rome
1854-02-01,3.826,Paris
1854-02-01,2.39,London
1854-02-01,0.234,Berlin
1854-02-01,6.535,Madrid
1854-02-01,-9.613,Moscow
1854-02-01,,Istanbul
1854-02-01,14.741,Cairo
1854-02-01,24.097,Mumbai
1854-02-01,-0.206,Beijing
1854-02-01,5.292,Tokyo
1854-02-01,2.485,New York
1854-02-01,-3.067,Chicago
1854-02-01,14.167,Los Angeles
1854-02-01,23.925,Sydney
1854-02-01,22.605,Buenos Aires
1854-02-01,23.72,Lagos
1854-02-01,17.629,Nairobi
1854-02-01,25.74,Bangkok
1854-02-01,-4.141,Toronto
1854-03-01,10.349,Rome
1854-03-01,6.857,Paris
1854-03-01,5.269,London
1854-03-01,2.759,Berlin
1854-03-01,10.395,Madrid
1854-03-01,-3.739,Moscow
1854-03-01,9.854,Istanbul
1854-03-01,19.177,Cairo
1854-03-01,24.467,Mumbai
1854-03-01,4.328,Beijing
1854-03-01,8.978,Tokyo
1854-03-01,6.779,New York
1854-03-01,3.954,Chicago
1854-03-01,13.039,Los Angeles
1854-03-01,20.345,Sydney
1854-03-01,19.193,Buenos Aires
1854-03-01,25.545,Lagos
1854-03-01,16.915,Nairobi
1854-03-01,26.711,Bangkok
1854-03-01,-0.506,Toronto
1854-04-01,15.393,Rome
1854-04-01,10.0,Paris
1854-04-01,10.822,London
1854-04-01,8.953,Berlin
1854-04-01,14.904,Madrid
1854-04-01,2.496,Moscow
1854-04-01,12.717,Istanbul
1854-04-01,22.178,Cairo
1854-04-01,28.11,Mumbai
1854-04-01,10.76,Beijing
1854-04-01,15.636,Tokyo
1854-04-01,11.419,New York
1854-04-01,9.607,Chicago
1854-04-01,17.162,Los Angeles
1854-04-01,16.541,Sydney
1854-04-01,17.486,Buenos Aires
1854-04-01,27.139,Lagos
1854-04-01,17.784,Nairobi
1854-04-01,28.11,Bangkok
1854-04-01,6.529,Toronto
1854-05-01,21.136,Rome
1854-05-01,13.866,Paris
1854-05-01,13.372,London
1854-05-01,13.252,Berlin
1854-05-01,19.184,Madrid
1854-05-01,11.057,Moscow
1854-05-01,16.656,Istanbul
1854-05-01,24.312,Cairo
1854-05-01,28.981,Mumbai
1854-05-01,18.377,Beijing
1854-05-01,20.349,Tokyo
1854-05-01,17.665,New York
1854-05-01,16.531,Chicago
1854-05-01,20.078,Los Angeles
1854-05-01,13.777,Sydney
1854-05-01,13.061,Buenos Aires
1854-05-01,27.88,Lagos
1854-05-01,19.312,Nairobi
1854-05-01,28.542,Bangkok
1854-05-01,15.16,Toronto
1854-06-01,24.016,Rome
1854-06-01,18.014,Paris
1854-06-01,,London
1854-06-01,17.817,Berlin
1854-06-01,,Madrid
1854-06-01,18.257,Moscow
1854-06-01,19.916,Istanbul
1854-06-01,27.794,Cairo
1854-06-01,29.583,Mumbai
1854-06-01,23.031,Beijing
1854-06-01,,Tokyo
1854-06-01,23.477,New York
1854-06-01,,Chicago
1854-06-01,22.768,Los Angeles
1854-06-01,9.644,Sydney
1854-06-01,12.095,Buenos Aires
1854-06-01,27.257,Lagos
1854-06-01,20.209,Nairobi
1854-06-01,29.865,Bangkok
1854-06-01,,Toronto
1854-07-01,24.18,Rome
1854-07-01,19.907,Paris
1854-07-01,18.038,London
1854-07-01,16.693,Berlin
1854-07-01,24.287,Madrid
1854-07-01,19.254,Moscow
1854-07-01,22.084,Istanbul
1854-07-01,28.756,Cairo
1854-07-01,28.332,Mumbai
1854-07-01,27.663,Beijing
1854-07-01,25.746,Tokyo
1854-07-01,24.998,New York
1854-07-01,22.8,Chicago
1854-07-01,22.131,Los Angeles
1854-07-01,9.757,Sydney
1854-07-01,8.875,Buenos Aires
1854-07-01,30.004,Lagos
1854-07-01,21.514,Nairobi
1854-07-01,29.194,Bangkok
1854-07-01,23.282,Toronto
1854-08-01,22.079,Rome
1854-08-01,17.854,Paris
1854-08-01,16.728,London
1854-08-01,16.592,Berlin
1854-08-01,22.066,Madrid
1854-08-01,,Moscow
1854-08-01,20.027,Istanbul
1854-08-01,28.378,Cairo
1854-08-01,29.462,Mumbai
1854-08-01,25.642,Beijing
1854-08-01,23.458,Tokyo
1854-08-01,23.482,New York
1854-08-01,21.85,Chicago
1854-08-01,21.238,Los Angeles
1854-08-01,10.961,Sydney
1854-08-01,10.71,Buenos Aires
1854-08-01,29.01,Lagos
1854-08-01,19.846,Nairobi
1854-08-01,30.954,Bangkok
1854-08-01,20.839,Toronto
1854-09-01,19.462,Rome
1854-09-01,14.032,Paris
1854-09-01,13.987,London
1854-09-01,12.982,Berlin
1854-09-01,19.273,Madrid
1854-09-01,10.62,Moscow
1854-09-01,,Istanbul
1854-09-01,25.391,Cairo
1854-09-01,28.545,Mumbai
1854-09-01,18.275,Beijing
1854-09-01,21.228,Tokyo
1854-09-01,18.691,New York
1854-09-01,16.651,Chicago
1854-09-01,19.719,Los Angeles
1854-09-01,12.992,Sydney
1854-09-01,14.893,Buenos Aires
1854-09-01,26.511,Lagos
1854-09-01,19.453,Nairobi
1854-09-01,29.826,Bangkok
1854-09-01,16.419,Toronto
1854-10-01,15.678,Rome
1854-10-01,,Paris
1854-10-01,10.797,London
1854-10-01,9.915,Berlin
1854-10-01,15.299,Madrid
1854-10-01,4.627,Moscow
1854-10-01,14.041,Istanbul
1854-10-01,22.235,Cairo
1854-10-01,26.977,Mumbai
1854-10-01,11.115,Beijing
1854-10-01,15.884,Tokyo
1854-10-01,12.419,New York
1854-10-01,11.226,Chicago
1854-10-01,18.115,Los Angeles
1854-10-01,16.868,Sydney
1854-10-01,17.032,Buenos Aires
1854-10-01,27.846,Lagos
1854-10-01,18.889,Nairobi
1854-10-01,27.64,Bangkok
1854-10-01,9.015,Toronto
1854-11-01,11.437,Rome
1854-11-01,7.897,Paris
1854-11-01,7.566,London
1854-11-01,4.14,Berlin
1854-11-01,9.311,Madrid
1854-11-01,-2.086,Moscow
1854-11-01,9.945,Istanbul
1854-11-01,18.686,Cairo
1854-11-01,25.529,Mumbai
1854-11-01,6.594,Beijing
1854-11-01,9.179,Tokyo
1854-11-01,5.571,New York
1854-11-01,2.656,Chicago
1854-11-01,12.87,Los Angeles
1854-11-01,22.111,Sydney
1854-11-01,20.844,Buenos Aires
1854-11-01,25.696,Lagos
1854-11-01,17.669,Nairobi
1854-11-01,26.537,Bangkok
1854-11-01,0.664,Toronto
1854-12-01,7.888,Rome
1854-12-01,5.09,Paris
1854-12-01,3.523,London
1854-12-01,1.617,Berlin
1854-12-01,6.358,Madrid
1854-12-01,-7.026,Moscow
1854-12-01,,Istanbul
1854-12-01,16.445,Cairo
1854-12-01,23.875,Mumbai
1854-12-01,0.111,Beijing
1854-12-01,4.312,Tokyo
1854-12-01,2.452,New York
1854-12-01,-1.932,Chicago
1854-12-01,13.824,Los Angeles
1854-12-01,24.293,Sydney
1854-12-01,21.861,Buenos Aires
1854-12-01,25.272,Lagos
1854-12-01,18.007,Nairobi
1854-12-01,23.831,Bangkok
1854-12-01,-4.607,Toronto
1855-01-01,5.439,Rome
1855-01-01,2.972,Paris
1855-01-01,2.428,London
1855-01-01,0.983,Berlin
1855-01-01,5.648,Madrid
1855-01-01,-11.286,Moscow
1855-01-01,5.088,Istanbul
1855-01-01,14.94,Cairo
1855-01-01,24.475,Mumbai
1855-01-01,-2.925,Beijing
1855-01-01,1.899,Tokyo
1855-01-01,-0.617,New York
1855-01-01,-4.501,Chicago
1855-01-01,11.671,Los Angeles
1855-01-01,25.09,Sydney
1855-01-01,23.722,Buenos Aires
1855-01-01,24.054,Lagos
1855-01-01,15.401,Nairobi
1855-01-01,24.804,Bangkok
1855-01-01,-7.386,Toronto
1855-02-01,7.079,Rome
1855-02-01,2.69,Paris
1855-02-01,3.589,London
1855-02-01,1.42,Berlin
1855-02-01,6.7,Madrid
1855-02-01,-10.039,Moscow
1855-02-01,5.212,Istanbul
1855-02-01,15.662,Cairo
1855-02-01,24.96,Mumbai
1855-02-01,0.091,Beijing
1855-02-01,4.955,Tokyo
1855-02-01,2.953,New York
1855-02-01,-2.339,Chicago
1855-02-01,14.573,Los Angeles
1855-02-01,22.842,Sydney
1855-02-01,23.256,Buenos Aires
1855-02-01,24.689,Lagos
1855-02-01,18.41,Nairobi
1855-02-01,26.01,Bangkok
1855-02-01,-4.538,Toronto
1855-03-01,11.275,Rome
1855-03-01,6.526,Paris
1855-03-01,6.047,London
1855-03-01,4.19,Berlin
1855-03-01,8.312,Madrid
1855-03-01,-3.995,Moscow
1855-03-01,9.826,Istanbul
1855-03-01,18.039,Cairo
1855-03-01,25.371,Mumbai
1855-03-01,4.516,Beijing
1855-03-01,,Tokyo
1855-03-01,5.672,New York
1855-03-01,1.943,Chicago
1855-03-01,15.243,Los Angeles
1855-03-01,21.0,Sydney
1855-03-01,20.205,Buenos Aires
1855-03-01,26.005,Lagos
1855-03-01,17.838,Nairobi
1855-03-01,27.069,Bangkok
1855-03-01,1.202,Toronto
1855-04-01,15.514,Rome
1855-04-01,10.437,Paris
1855-04-01,9.972,London
1855-04-01,7.716,Berlin
1855-04-01,16.159,Madrid
1855-04-01,3.446,Moscow
1855-04-01,13.191,Istanbul
1855-04-01,22.239,Cairo
1855-04-01,27.766,Mumbai
1855-04-01,12.986,Beijing
1855-04-01,14.036,Tokyo
1855-04-01,12.264,New York
1855-04-01,9.937,Chicago
1855-04-01,16.624,Los Angeles
1855-04-01,18.464,Sydney
1855-04-01,16.091,Buenos Aires
1855-04-01,27.309,Lagos
1855-04-01,18.642,Nairobi
1855-04-01,26.707,Bangkok
1855-04-01,7.828,Toronto
1855-05-01,19.94,Rome
1855-05-01,16.264,Paris
1855-05-01,15.71,London
1855-05-01,13.249,Berlin
1855-05-01,20.138,Madrid
1855-05-01,12.849,Moscow
1855-05-01,,Istanbul
1855-05-01,26.365,Cairo
1855-05-01,30.311,Mumbai
1855-05-01,18.454,Beijing
1855-05-01,19.01,Tokyo
1855-05-01,17.866,New York
1855-05-01,17.452,Chicago
1855-05-01,20.928,Los Angeles
1855-05-01,14.419,Sydney
1855-05-01,13.221,Buenos Aires
1855-05-01,27.946,Lagos
1855-05-01,19.7,Nairobi
1855-05-01,28.184,Bangkok
1855-05-01,14.796,Toronto
1855-06-01,23.336,Rome
1855-06-01,17.646,Paris
1855-06-01,16.964,London
1855-06-01,17.261,Berlin
1855-06-01,22.446,Madrid
1855-06-01,17.078,Moscow
1855-06-01,21.55,Istanbul
1855-06-01,28.514,Cairo
1855-06-01,29.309,Mumbai
1855-06-01,23.101,Beijing
1855-06-01,24.874,Tokyo
1855-06-01,23.188,New York
1855-06-01,21.831,Chicago
1855-06-01,22.046,Los Angeles
1855-06-01,12.354,Sydney
1855-06-01,10.842,Buenos Aires
1855-06-01,27.911,Lagos
1855-06-01,19.745,Nairobi
1855-06-01,,Bangkok
1855-06-01,20.221,Toronto
1855-07-01,23.268,Rome
1855-07-01,18.967,Paris
1855-07-01,17.427,London
1855-07-01,19.439,Berlin
1855-07-01,23.431,Madrid
1855-07-01,19.446,Moscow
1855-07-01,22.334,Istanbul
1855-07-01,29.959,Cairo
1855-07-01,29.922,Mumbai
1855-07-01,26.132,Beijing
1855-07-01,25.069,Tokyo
1855-07-01,24.85,New York
1855-07-01,23.627,Chicago
1855-07-01,21.732,Los Angeles
1855-07-01,8.982,Sydney
1855-07-01,9.604,Buenos Aires
1855-07-01,28.765,Lagos
1855-07-01,20.897,Nairobi
1855-07-01,30.98,Bangkok
1855-07-01,22.658,Toronto
1855-08-01,22.434,Rome
1855-08-01,17.962,Paris
1855-08-01,16.532,London
1855-08-01,16.826,Berlin
1855-08-01,21.518,Madrid
1855-08-01,16.574,Moscow
1855-08-01,20.17,Istanbul
1855-08-01,27.941,Cairo
1855-08-01,29.103,Mumbai
1855-08-01,24.662,Beijing
1855-08-01,25.496,Tokyo
1855-08-01,22.767,New York
1855-08-01,20.737,Chicago
1855-08-01,21.503,Los Angeles
1855-08-01,11.188,Sydney
1855-08-01,11.889,Buenos Aires
1855-08-01,30.286,Lagos
1855-08-01,,Nairobi
1855-08-01,30.521,Bangkok
1855-08-01,20.75,Toronto
1855-09-01,20.687,Rome
1855-09-01,16.18,Paris
1855-09-01,15.261,London
1855-09-01,12.723,Berlin
1855-09-01,18.869,Madrid
1855-09-01,10.233,Moscow
1855-09-01,,Istanbul
1855-09-01,26.213,Cairo
1855-09-01,29.257,Mumbai
1855-09-01,19.705,Beijing
1855-09-01,19.653,Tokyo
1855-09-01,18.19,New York
1855-09-01,16.968,Chicago
1855-09-01,19.82,Los Angeles
1855-09-01,12.286,Sydney
1855-09-01,13.758,Buenos Aires
1855-09-01,28.154,Lagos
1855-09-01,18.472,Nairobi
1855-09-01,27.681,Bangkok
1855-09-01,14.535,Toronto
1855-10-01,16.028,Rome
1855-10-01,9.085,Paris
1855-10-01,10.576,London
1855-10-01,9.861,Berlin
1855-10-01,14.266,Madrid
1855-10-01,3.011,Moscow
1855-10-01,14.234,Istanbul
1855-10-01,22.52,Cairo
1855-10-01,28.13,Mumbai
1855-10-01,12.248,Beijing
1855-10-01,14.228,Tokyo
1855-10-01,11.238,New York
1855-10-01,11.061,Chicago
1855-10-01,18.144,Los Angeles
1855-10-01,17.483,Sydney
1855-10-01,16.897,Buenos Aires
1855-10-01,27.816,Lagos
1855-10-01,18.704,Nairobi
1855-10-01,29.471,Bangkok
1855-10-01,7.579,Toronto
1855-11-01,12.043,Rome
1855-11-01,7.264,Paris
1855-11-01,7.85,London
1855-11-01,4.483,Berlin
1855-11-01,10.093,Madrid
1855-11-01,-4.086,Moscow
1855-11-01,7.829,Istanbul
1855-11-01,16.916,Cairo
1855-11-01,26.084,Mumbai
1855-11-01,5.802,Beijing
1855-11-01,10.151,Tokyo
1855-11-01,6.438,New York
1855-11-01,3.11,Chicago
1855-11-01,16.583,Los Angeles
1855-11-01,20.281,Sydney
1855-11-01,20.415,Buenos Aires
1855-11-01,26.146,Lagos
1855-11-01,18.867,Nairobi
1855-11-01,27.765,Bangkok
1855-11-01,0.703,Toronto
1855-12-01,7.562,Rome
1855-12-01,4.137,Paris
1855-12-01,5.348,London
1855-12-01,1.635,Berlin
1855-12-01,,Madrid
1855-12-01,-9.777,Moscow
1855-12-01,6.209,Istanbul
1855-12-01,15.251,Cairo
1855-12-01,24.994,Mumbai
1855-12-01,-1.717,Beijing
1855-12-01,6.91,Tokyo
1855-12-01,3.544,New York
1855-12-01,-0.419,Chicago
1855-12-01,11.89,Los Angeles
1855-12-01,24.876,Sydney
1855-12-01,23.71,Buenos Aires
1855-12-01,25.282,Lagos
1855-12-01,16.974,Nairobi
1855-12-01,25.935,Bangkok
1855-12-01,-4.391,Toronto
1856-01-01,5.658,Rome
1856-01-01,3.133,Paris
1856-01-01,3.69,London
1856-01-01,,Berlin
1856-01-01,4.862,Madrid
1856-01-01,-10.024,Moscow
1856-01-01,5.79,Istanbul
1856-01-01,14.91,Cairo
1856-01-01,24.048,Mumbai
1856-01-01,-3.101,Beijing
1856-01-01,4.783,Tokyo
1856-01-01,0.124,New York
1856-01-01,-2.737,Chicago
1856-01-01,12.455,Los Angeles
1856-01-01,25.376,Sydney
1856-01-01,23.929,Buenos Aires
1856-01-01,24.049,Lagos
1856-01-01,17.164,Nairobi
1856-01-01,24.806,Bangkok
1856-01-01,-6.773,Toronto
1856-02-01,7.905,Rome
1856-02-01,3.143,Paris
1856-02-01,5.307,London
1856-02-01,0.764,Berlin
1856-02-01,6.044,Madrid
1856-02-01,-9.247,Moscow
1856-02-01,5.418,Istanbul
1856-02-01,14.453,Cairo
1856-02-01,24.319,Mumbai
1856-02-01,-0.155,Beijing
1856-02-01,6.959,Tokyo
1856-02-01,0.026,New York
1856-02-01,-3.031,Chicago
1856-02-01,12.58,Los Angeles
1856-02-01,23.247,Sydney
1856-02-01,22.564,Buenos Aires
1856-02-01,25.08,Lagos
1856-02-01,16.79,Nairobi
1856-02-01,25.481,Bangkok
1856-02-01,-5.177,Toronto
